job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,156000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,324000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,148800
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,139500
Research Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,169200
ML Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,147000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,225000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,51962
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,214000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,122000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,225000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,106500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,155000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,214500
Applied Machine Learning Scientist,Machine Learning and AI,Bolivia,Mid-level,Full-time,United States,L,75000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,173000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,250500
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,105000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,204750
Machine Learning Infrastructure Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,195000
Data Scientist,Data Science and Research,United States,Executive,Full-time,United States,M,145000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,185900
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,200000
Data Quality Analyst,Data Quality and Operations,United States,Mid-level,Full-time,United States,M,95000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,104663
Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,280000
Data Specialist,Data Management and Strategy,United States,Senior,Full-time,United States,L,165000
Business Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,L,48000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,90000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,145000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,162500
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,104300
ML Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,238000
Data Scientist,Data Science and Research,United Kingdom,Executive,Full-time,United Kingdom,M,144540
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,70000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,250000
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,115100
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,85000
Machine Learning Engineer,Machine Learning and AI,United Kingdom,Mid-level,Full-time,United Kingdom,M,92280
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,185000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,197430
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,128750
Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,United States,M,165000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,75000
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,37824
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,79600
Data Modeler,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,160000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,110000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,85000
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,57872
Data Analyst,Data Analysis,Canada,Mid-level,Full-time,Canada,M,100000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,165000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,93300
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,166600
Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,United States,M,69500
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,245000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,114000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,148000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,111967
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,250000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,129300
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,165000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,99450
Data Engineer,Data Engineering,Canada,Senior,Full-time,Canada,M,200000
Research Scientist,Data Science and Research,United States,Entry-level,Full-time,United States,M,150000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,130000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,200000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,230000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,190000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,L,90000
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,37824
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,218500
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,140000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,55000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,123800
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,175000
Research Analyst,Data Science and Research,United States,Senior,Full-time,United States,M,185000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,204000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,250000
Data Analyst,Data Analysis,United States,Mid-level,Full-time,United States,M,125000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,238000
Machine Learning Engineer,Machine Learning and AI,Switzerland,Entry-level,Full-time,Other,S,56536
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,228830
BI Data Analyst,Data Analysis,India,Executive,Full-time,United States,L,150000
Data Manager,Leadership and Management,Canada,Executive,Full-time,Canada,L,125976
Data Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,38868
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,150000
Data Manager,Leadership and Management,United States,Senior,Full-time,United States,M,68000
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,213900
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,152300
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,M,225000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,105000
Data Science Engineer,Data Science and Research,Canada,Senior,Full-time,Canada,L,127221
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,156400
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,359170
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,135000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,180000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,126000
Data Analyst,Data Analysis,Colombia,Senior,Full-time,Other,M,60000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,225000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,149040
Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,65000
Machine Learning Engineer,Machine Learning and AI,United States,Executive,Full-time,United States,M,200000
BI Analyst,BI and Visualization,United States,Entry-level,Full-time,United States,L,76000
Compliance Data Analyst,Data Analysis,United States,Entry-level,Full-time,United States,L,60000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,225000
